d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,3.144637571430206,0.76125,2.4158450701054495,0.8081210191082803
2,2.169489531850815,0.8252,2.052960974870214,0.8326035031847133
3,2.0586122413635253,0.832975,2.3809620707657686,0.8115047770700637
4,2.021977433729172,0.842,2.2465673468674825,0.8295183121019108
5,1.974311162853241,0.843225,2.1610283350488944,0.8361863057324841
6,1.9586236392498015,0.842275,2.3050066257358357,0.8288216560509554
7,1.9261774775505065,0.847275,2.090765847047423,0.8407643312101911
8,1.9265093604564667,0.84805,2.3753930633994425,0.823546974522293
9,1.9228924667358398,0.8491,2.2268125509760184,0.8344944267515924
10,1.9077013322591783,0.8482,2.248388579316959,0.8328025477707006
11,1.9044361870288848,0.8504,2.1253908916263824,0.8362858280254777
12,1.9120378502845765,0.85115,2.208323068679518,0.8438495222929936
13,1.8733403729438782,0.853,2.0163751937401524,0.8460390127388535
14,1.8538120798587798,0.8541,2.27541146403665,0.832703025477707
15,1.854918958210945,0.855,2.137811220945067,0.8367834394904459
