d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,3.435367509174347,0.746525,2.708140279457068,0.7997611464968153
2,2.5291913820266725,0.80605,2.5852460840325446,0.8020501592356688
3,2.3991911338329315,0.81695,2.7395903033435722,0.798765923566879
4,2.332925572156906,0.824,2.488513682108776,0.814390923566879
5,2.2589376820087432,0.8281,2.7518910032928368,0.7954816878980892
6,2.2545684104681016,0.828675,2.6795002711806326,0.8007563694267515
7,2.212236893606186,0.831975,2.5736956607763934,0.8206608280254777
8,2.239840958023071,0.8337,2.4849941973473615,0.8190684713375797
9,2.2145037937641145,0.83495,2.4831362738730802,0.8183718152866242
10,2.2115355300426485,0.836625,2.5083404604796393,0.8219546178343949
11,2.1685308773994447,0.837,2.624157460821662,0.8077229299363057
12,2.1592913558006286,0.837725,2.566231709946493,0.820859872611465
13,2.1557754723548888,0.83935,2.5676481002455303,0.8147890127388535
14,2.1719015940189363,0.837725,2.6701013740080937,0.8035429936305732
15,2.1744240251302718,0.84025,2.513311495446855,0.8231488853503185
