d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,5.402955354309082,0.65545,4.632845426061351,0.6909832802547771
2,4.391676151752472,0.716325,4.73090201654252,0.7007364649681529
3,4.27755364780426,0.725925,4.848074453651526,0.6996417197452229
4,4.2706536727905275,0.731275,4.452365715792225,0.7202428343949044
5,4.194832206535339,0.736925,4.46060141180731,0.725218949044586
6,4.147604473876953,0.73925,4.5671565130258065,0.7255175159235668
7,4.123334286022186,0.7412,4.230063501436999,0.7412420382165605
8,4.129448058509826,0.7385,5.561067769481878,0.6989450636942676
9,4.119074000453949,0.7414,4.274312117297178,0.7363654458598726
10,4.126571155738831,0.7404,4.3268624551736625,0.7365644904458599
11,4.154765830039978,0.739325,4.236153024017431,0.7404458598726115
12,4.12441864824295,0.7432,4.283849540789416,0.7367635350318471
13,4.119750617218018,0.73985,4.165942472257432,0.7479100318471338
14,4.081064738082886,0.742325,4.572880512589862,0.7308917197452229
15,4.0927694763183595,0.7438,4.116544822978366,0.74890525477707
