d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,11.990288004302979,0.40985,11.382361992149596,0.4296377388535032
2,11.150435892486572,0.447675,11.50879154083835,0.429140127388535
3,11.119945268249511,0.4482,11.368206935323727,0.43998805732484075
4,11.141504996490479,0.448575,11.456942852894972,0.44615843949044587
5,11.104730028533936,0.4487,11.400787177359222,0.44307324840764334
6,11.090470082855225,0.449075,11.526836203921373,0.4463574840764331
7,11.08993826751709,0.446625,11.357668020163372,0.4498407643312102
8,11.099190671539306,0.44925,11.442307311258498,0.4450636942675159
9,11.096244706726074,0.448,11.41845764476023,0.4307324840764331
10,11.059944166564941,0.45055,11.558385934040045,0.44048566878980894
11,11.090172272491454,0.448375,11.290313987974908,0.4453622611464968
12,11.09053650894165,0.44615,11.497368004671328,0.4524283439490446
13,11.083940328979493,0.44765,11.531287448421406,0.4456608280254777
14,11.082956062316894,0.4482,11.339229362026142,0.44615843949044587
15,11.110723917388915,0.447025,11.385990601436347,0.4413813694267516
