d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,1.4899809391975403,0.63265,1.0834309895327137,0.7166600318471338
2,1.0453498987674714,0.734,0.9902069860962546,0.7496019108280255
3,0.9655733135223389,0.762675,1.1687915494107897,0.7251194267515924
4,0.9270136098384857,0.775075,0.947406834857479,0.7738853503184714
5,0.896059592962265,0.787425,0.9028166824844992,0.7917993630573248
6,0.8819778458118439,0.7922,0.9232944301359213,0.783140923566879
7,0.8569643270730972,0.7991,0.9774031701740945,0.7736863057324841
8,0.8535551380157471,0.798675,0.8772130067561082,0.788515127388535
9,0.8464367898464202,0.7996,0.9246416002701802,0.7899084394904459
10,0.8390928869485855,0.799275,0.8953052650021899,0.7892117834394905
11,0.8399094304084778,0.80035,0.9231738146323307,0.7868232484076433
12,0.8293010877370834,0.8013,0.8813349454645898,0.7929936305732485
13,0.8270475120067596,0.8016,0.9226087186556713,0.7872213375796179
14,0.8297413881301879,0.80065,0.8758136684158045,0.7932921974522293
15,0.8186345113992691,0.802125,0.9682578968394334,0.7753781847133758
