d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,2.476554173278809,0.48595,2.002554813388047,0.556827229299363
2,1.8358677642822265,0.589275,1.7549746165609663,0.6016122611464968
3,1.7780435228347777,0.602575,1.7719395582083683,0.6070859872611465
4,1.7721124061584472,0.6045,1.8397360079607386,0.5768312101910829
5,1.758521744441986,0.60445,1.7881515303235145,0.6001194267515924
6,1.7689594148635863,0.599675,1.7918879378373456,0.5977308917197452
7,1.7685041925430298,0.602975,1.7576528453523186,0.5951433121019108
8,1.7650557074546813,0.602925,1.772808858923092,0.5967356687898089
9,1.7658220415115355,0.600975,1.7218808645655395,0.6065883757961783
10,1.765243731212616,0.60185,1.8219299282237982,0.5944466560509554
11,1.7587875639915467,0.604325,1.8411892299439496,0.6000199044585988
12,1.7541897497177124,0.6055,1.6983643960041606,0.6156449044585988
13,1.7512219024658202,0.6075,1.699989725450042,0.6181329617834395
14,1.750625326538086,0.605825,1.740574397099246,0.6072850318471338
15,1.7530207906723023,0.605325,1.757695793346235,0.5968351910828026
