d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,4.682230366134643,0.294875,3.6146503238920955,0.41162420382165604
2,3.228310947418213,0.46675,3.2467310876603337,0.4615843949044586
3,3.1363456253051756,0.4774,3.2124423844039818,0.4820859872611465
4,3.132948108291626,0.480925,3.1961820452076615,0.46954617834394907
5,3.124937462234497,0.48055,3.166745324803006,0.4778065286624204
6,3.1335390451431273,0.4804,3.176433413651339,0.4732285031847134
7,3.136757611465454,0.481275,3.1917497276500533,0.4814888535031847
8,3.1377797435760497,0.481325,3.1639713891752206,0.4724323248407643
9,3.138001793670654,0.48125,3.2894438011631086,0.4806926751592357
10,3.141227687072754,0.481575,3.201611542398003,0.4721337579617834
11,3.135054849433899,0.48135,3.2857616631088744,0.4773089171974522
12,3.126999648094177,0.484375,3.1849690895930975,0.4801950636942675
13,3.134569179725647,0.482125,3.396393323400218,0.46755573248407645
14,3.1308076560974123,0.484225,3.2314960250429285,0.4746218152866242
15,3.1400660482406617,0.4838,3.252272016683202,0.4674562101910828
