d_dim,train_loss,train_accuracy,val_loss,val_accuracy
1,0.7995903923869133,0.77945,0.5816008623238582,0.8285230891719745
2,0.4610401308774948,0.8684,0.46404036822592376,0.866640127388535
3,0.4248867436528206,0.881075,0.49450646013401117,0.8682324840764332
4,0.4040069393515587,0.884325,0.4270563757723304,0.8813694267515924
5,0.385951710152626,0.8915,0.3795601489722349,0.8949044585987261
6,0.3734318973064423,0.896,0.38367736842601924,0.8926154458598726
7,0.36330309740900996,0.89845,0.38608707962142436,0.8916202229299363
8,0.3606374988555908,0.90085,0.3909122328374796,0.8899283439490446
9,0.3569551182150841,0.902225,0.3808773562881597,0.8958001592356688
10,0.3493824940264225,0.905,0.38392914917059007,0.8921178343949044
11,0.34814789171218874,0.905375,0.4115158828200808,0.8898288216560509
12,0.3375800537586212,0.908925,0.37181756692896983,0.899781050955414
13,0.33559723163247107,0.908825,0.3427047324218568,0.9082404458598726
14,0.3273590849518776,0.91215,0.3505203336667103,0.9027667197452229
15,0.3288663019835949,0.911225,0.3749197128282231,0.9011743630573248
